arguments,births,cdcl_counters_applicable,configuration,conflicts,correct,decisions,expected_status,family,layer,log,max_depth,max_relation_arity,memory_mb,nclauses,nvars,preprocessing_seconds,proof_checker,proof_size_bytes,propagations,relation_table_size,returncode,run_id,seconds,seed,size,solver,status,timeout,verified
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_recovery_off.log,,,2.6875,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.0057902089902199805,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_recovery_on.log,,,2.6875,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.006087333022151142,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.gaussian_off.log,,,2.671875,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.005920915980823338,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.gaussian_on.log,,,2.6875,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.0063031670288182795,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_and_gaussian_off.log,,,2.671875,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.005856625037267804,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,77.0,True,153.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_and_gaussian_on.log,,,2.703125,324,90,,unavailable_for_solver,0,2327.0,,20,layer_b_heterogeneous_tseitin.n8.s7.u,0.005938500049524009,7,8,cryptominisat5,UNSAT,False,False
-st,,True,default,71.0,True,128.0,UNSAT,layer_b_heterogeneous_tseitin,B,results/run_logs/layer_b_heterogeneous_tseitin.n8.s7.u.z3.default.log,,,3.140625,324,90,,unavailable_for_solver,0,1382.0,,0,layer_b_heterogeneous_tseitin.n8.s7.u,0.006347458984237164,7,8,z3,UNSAT,False,False
,,True,default,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.default.log,,,2.640625,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.00663658301346004,7,8,cadical,UNSAT,False,True
--congruence=false,,True,congruence_off,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.congruence_off.log,,,2.5625,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.006054209021385759,7,8,cadical,UNSAT,False,True
--congruence=true,,True,congruence_on,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.congruence_on.log,,,2.5625,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.00589637499069795,7,8,cadical,UNSAT,False,True
--elim=false,,True,bve_off,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.bve_off.log,,,2.578125,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.0059588750009424984,7,8,cadical,UNSAT,False,True
--elim=true,,True,bve_on,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.bve_on.log,,,2.578125,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005788666021544486,7,8,cadical,UNSAT,False,True
--factor=false,,True,factor_off,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.factor_off.log,,,2.5625,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005719749955460429,7,8,cadical,UNSAT,False,True
--factor=true,,True,factor_on,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.factor_on.log,,,2.609375,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.0061582499765791,7,8,cadical,UNSAT,False,True
--elimdef=false,,True,elimdef_off,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.elimdef_off.log,,,2.5625,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.0065239579998888075,7,8,cadical,UNSAT,False,True
--elimdef=true,,True,elimdef_on,76.0,True,101.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cadical.elimdef_on.log,,,2.578125,972,738,,verified,10440,2544.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005913416971452534,7,8,cadical,UNSAT,False,True
,,True,default,55.0,True,56.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.kissat.default.log,,,2.171875,972,738,,verified,29324,1819.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.00620966701535508,7,8,kissat,UNSAT,False,True
--verb=1 --printsol=0,,True,default,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.default.log,,,2.859375,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.006335041020065546,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_recovery_off.log,,,2.859375,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.0057764590019360185,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_recovery_on.log,,,2.890625,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.006025707989465445,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.gaussian_off.log,,,2.859375,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005739833984989673,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.gaussian_on.log,,,2.859375,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005555084033403546,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_and_gaussian_off.log,,,2.875,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005298500007484108,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,75.0,True,137.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.cryptominisat5.xor_and_gaussian_on.log,,,2.890625,972,738,,unavailable_for_solver,0,1853.0,,20,layer_c_heterogeneous_tseitin.n8.s7.u,0.005913625005632639,7,8,cryptominisat5,UNSAT,False,False
-st,,True,default,85.0,True,130.0,UNSAT,layer_c_heterogeneous_tseitin,C,results/run_logs/layer_c_heterogeneous_tseitin.n8.s7.u.z3.default.log,,,3.578125,972,738,,unavailable_for_solver,0,2451.0,,0,layer_c_heterogeneous_tseitin.n8.s7.u,0.005921625008340925,7,8,z3,UNSAT,False,False
,,True,default,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.default.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.006313707970548421,7,8,cadical,UNSAT,False,True
--congruence=false,,True,congruence_off,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.congruence_off.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.00543374998960644,7,8,cadical,UNSAT,False,True
--congruence=true,,True,congruence_on,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.congruence_on.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005549333000089973,7,8,cadical,UNSAT,False,True
--elim=false,,True,bve_off,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.bve_off.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.006081334024202079,7,8,cadical,UNSAT,False,True
--elim=true,,True,bve_on,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.bve_on.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005462208006065339,7,8,cadical,UNSAT,False,True
--factor=false,,True,factor_off,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.factor_off.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.0056841669720597565,7,8,cadical,UNSAT,False,True
--factor=true,,True,factor_on,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.factor_on.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005314417008776218,7,8,cadical,UNSAT,False,True
--elimdef=false,,True,elimdef_off,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.elimdef_off.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.006085542030632496,7,8,cadical,UNSAT,False,True
--elimdef=true,,True,elimdef_on,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cadical.elimdef_on.log,,,2.265625,32,12,,verified,647,134.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005951792001724243,7,8,cadical,UNSAT,False,True
,,True,default,33.0,True,25.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.kissat.default.log,,,1.828125,32,12,,verified,579,272.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005631792009808123,7,8,kissat,UNSAT,False,True
--verb=1 --printsol=0,,True,default,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.default.log,,,2.625,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.008329166972544044,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.xor_recovery_off.log,,,2.609375,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.008043500012718141,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.xor_recovery_on.log,,,2.609375,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.00835125002777204,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.gaussian_off.log,,,2.625,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.007185333990491927,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.gaussian_on.log,,,2.59375,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005795417004264891,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.xor_and_gaussian_off.log,,,2.578125,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.005693666986189783,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,32.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.cryptominisat5.xor_and_gaussian_on.log,,,2.625,32,12,,unavailable_for_solver,0,200.0,,20,layer_d_resolution_tseitin_reference.n8.s7.u,0.0054789999849163,7,8,cryptominisat5,UNSAT,False,False
-st,,True,default,31.0,True,31.0,UNSAT,layer_d_resolution_tseitin_reference,D,results/run_logs/layer_d_resolution_tseitin_reference.n8.s7.u.z3.default.log,,,2.984375,32,12,,unavailable_for_solver,0,189.0,,0,layer_d_resolution_tseitin_reference.n8.s7.u,0.0051090830238536,7,8,z3,UNSAT,False,False
,,True,default,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.default.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005176083010155708,7,8,cadical,UNSAT,False,True
--congruence=false,,True,congruence_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.congruence_off.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005840249999891967,7,8,cadical,UNSAT,False,True
--congruence=true,,True,congruence_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.congruence_on.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005818874982651323,7,8,cadical,UNSAT,False,True
--elim=false,,True,bve_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.bve_off.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005206917005125433,7,8,cadical,UNSAT,False,True
--elim=true,,True,bve_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.bve_on.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005821749975439161,7,8,cadical,UNSAT,False,True
--factor=false,,True,factor_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.factor_off.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005435374972876161,7,8,cadical,UNSAT,False,True
--factor=true,,True,factor_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.factor_on.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.006187917024362832,7,8,cadical,UNSAT,False,True
--elimdef=false,,True,elimdef_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.elimdef_off.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005309082975145429,7,8,cadical,UNSAT,False,True
--elimdef=true,,True,elimdef_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cadical.elimdef_on.log,,,2.265625,32,12,,verified,597,206.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005196791025809944,7,8,cadical,UNSAT,False,True
,,True,default,34.0,True,25.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.kissat.default.log,,,1.859375,32,12,,verified,575,278.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005294750037137419,7,8,kissat,UNSAT,False,True
--verb=1 --printsol=0,,True,default,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.default.log,,,2.59375,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.00582387502072379,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.xor_recovery_off.log,,,2.609375,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.0055705420090816915,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.xor_recovery_on.log,,,2.625,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005589667009189725,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.gaussian_off.log,,,2.625,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005039874988142401,7,8,cryptominisat5,UNSAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.gaussian_on.log,,,2.625,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.004736458009574562,7,8,cryptominisat5,UNSAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.xor_and_gaussian_off.log,,,2.578125,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.004984875035006553,7,8,cryptominisat5,UNSAT,False,False
--xor=1 --maxnummatrices=5 --verb=1 --printsol=0,,True,xor_and_gaussian_on,32.0,True,31.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.cryptominisat5.xor_and_gaussian_on.log,,,2.5625,32,12,,unavailable_for_solver,0,216.0,,20,layer_d_random_reordered_parity.n8.s7.u,0.005667500023264438,7,8,cryptominisat5,UNSAT,False,False
-st,,True,default,32.0,True,32.0,UNSAT,layer_d_random_reordered_parity,D,results/run_logs/layer_d_random_reordered_parity.n8.s7.u.z3.default.log,,,2.984375,32,12,,unavailable_for_solver,0,200.0,,0,layer_d_random_reordered_parity.n8.s7.u,0.005124082963448018,7,8,z3,UNSAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.default.log,,,2.25,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.005755749996751547,8,8,cadical,SAT,False,False
--congruence=false,,True,congruence_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.congruence_off.log,,,2.25,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.004742207995150238,8,8,cadical,SAT,False,False
--congruence=true,,True,congruence_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.congruence_on.log,,,2.265625,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.0046501250471919775,8,8,cadical,SAT,False,False
--elim=false,,True,bve_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.bve_off.log,,,2.265625,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.004606416972819716,8,8,cadical,SAT,False,False
--elim=true,,True,bve_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.bve_on.log,,,2.28125,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.00600070902146399,8,8,cadical,SAT,False,False
--factor=false,,True,factor_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.factor_off.log,,,2.296875,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.0058076250134035945,8,8,cadical,SAT,False,False
--factor=true,,True,factor_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.factor_on.log,,,2.28125,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.005045125028118491,8,8,cadical,SAT,False,False
--elimdef=false,,True,elimdef_off,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.elimdef_off.log,,,2.265625,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.004829832992982119,8,8,cadical,SAT,False,False
--elimdef=true,,True,elimdef_on,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cadical.elimdef_on.log,,,2.28125,184,76,,not_applicable,390,26.0,,10,layer_a_v01_regression.n8.s8.s,0.004882083972916007,8,8,cadical,SAT,False,False
,,True,default,0.0,True,0.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.kissat.default.log,,,1.75,184,76,,not_applicable,390,76.0,,10,layer_a_v01_regression.n8.s8.s,0.004891999997198582,8,8,kissat,SAT,False,False
--verb=1 --printsol=0,,True,default,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.default.log,,,2.65625,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005760208994615823,8,8,cryptominisat5,SAT,False,False
--xor=0 --verb=1 --printsol=0,,True,xor_recovery_off,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.xor_recovery_off.log,,,2.640625,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005443583999294788,8,8,cryptominisat5,SAT,False,False
--xor=1 --verb=1 --printsol=0,,True,xor_recovery_on,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.xor_recovery_on.log,,,2.671875,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005678292014636099,8,8,cryptominisat5,SAT,False,False
--maxnummatrices=0 --verb=1 --printsol=0,,True,gaussian_off,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.gaussian_off.log,,,2.65625,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005262041056994349,8,8,cryptominisat5,SAT,False,False
--maxnummatrices=5 --verb=1 --printsol=0,,True,gaussian_on,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.gaussian_on.log,,,2.640625,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005284749960992485,8,8,cryptominisat5,SAT,False,False
--xor=0 --maxnummatrices=0 --verb=1 --printsol=0,,True,xor_and_gaussian_off,0.0,True,4.0,SAT,layer_a_v01_regression,A,results/run_logs/layer_a_v01_regression.n8.s8.s.cryptominisat5.xor_and_gaussian_off.log,,,2.671875,184,76,,not_applicable,0,50.0,,10,layer_a_v01_regression.n8.s8.s,0.005105040967464447,8,8,cryptominisat5,SAT,False,False
