bounded_birth_search,configuration,expected_v02_width,explored_states,found,frontier,initialization,instance_id,legacy_match,minimum_births,minimum_scope_width,model,naive_crosscheck,source
2,clause_BCA,,1022,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 75, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 54, ""endpoint_solver_cost"": 67}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 78, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 88, ""endpoint_solver_cost"": 66}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 78, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 99, ""endpoint_solver_cost"": 62}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 76, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 84, ""endpoint_solver_cost"": 66}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 82, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 119, ""endpoint_solver_cost"": 58}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 85, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 245, ""endpoint_solver_cost"": 55}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 89, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 743, ""endpoint_solver_cost"": 51}]",clause_level,v02-random-exact-n5-s4,,1,3,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,9,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 42, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 5, ""endpoint_solver_cost"": 24}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 52, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1113, ""endpoint_solver_cost"": 11}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 57, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 899, ""endpoint_solver_cost"": 20}]",legacy_scope_grouping,v02-random-exact-n5-s5,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,9,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 51, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 49, ""endpoint_solver_cost"": 31}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 59, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 363, ""endpoint_solver_cost"": 29}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 61, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1385, ""endpoint_solver_cost"": 13}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 66, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 1171, ""endpoint_solver_cost"": 22}]",clause_level,v02-random-exact-n5-s5,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,790,True,"[{""scope_width"": 1, ""max_tuple_count"": 15, ""total_tuple_count"": 51, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 38, ""endpoint_solver_cost"": 49}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 52, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 68, ""endpoint_solver_cost"": 48}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 52, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 73, ""endpoint_solver_cost"": 46}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 53, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 74, ""endpoint_solver_cost"": 47}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 54, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 83, ""endpoint_solver_cost"": 44}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 58, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 209, ""endpoint_solver_cost"": 42}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 56, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 108, ""endpoint_solver_cost"": 38}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 56, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 113, ""endpoint_solver_cost"": 36}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 58, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 103, ""endpoint_solver_cost"": 40}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 58, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 92, ""endpoint_solver_cost"": 42}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 58, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 115, ""endpoint_solver_cost"": 34}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 59, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 74, ""endpoint_solver_cost"": 43}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 62, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 119, ""endpoint_solver_cost"": 38}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 66, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 245, ""endpoint_solver_cost"": 36}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 66, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 139, ""endpoint_solver_cost"": 34}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 66, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 399, ""endpoint_solver_cost"": 28}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 67, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 682, ""endpoint_solver_cost"": 37}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 717, ""endpoint_solver_cost"": 34}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 727, ""endpoint_solver_cost"": 32}, {""scope_width"": 4, ""max_tuple_count"": 16, ""total_tuple_count"": 74, ""max_log_tuple_count"": 4.087462841250339, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 853, ""endpoint_solver_cost"": 30}]",clause_level,v02-random-exact-n5-s5,,1,1,BCA,True,v0.2 exact suite
,legacy_v01_LCA,0,2,True,"[{""scope_width"": 0, ""max_tuple_count"": 15, ""total_tuple_count"": 55, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 0, ""generation_depth"": 0, ""discovery_work"": 0, ""endpoint_solver_cost"": 55}]",legacy_scope_grouping,v02-random-exact-n5-s6,True,0,0,LCA,True,v0.2 exact suite
5,clause_LCA,,2,True,"[{""scope_width"": 0, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 0, ""generation_depth"": 0, ""discovery_work"": 0, ""endpoint_solver_cost"": 71}]",clause_level,v02-random-exact-n5-s6,,0,0,LCA,True,v0.2 exact suite
2,clause_BCA,,2,True,"[{""scope_width"": 0, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 0, ""generation_depth"": 0, ""discovery_work"": 0, ""endpoint_solver_cost"": 71}]",clause_level,v02-random-exact-n5-s6,,0,0,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,21,True,"[{""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 33, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 9, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 213, ""endpoint_solver_cost"": 12}, {""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 39, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 261, ""endpoint_solver_cost"": 9}, {""scope_width"": 3, ""max_tuple_count"": 14, ""total_tuple_count"": 39, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 162, ""endpoint_solver_cost"": 6}, {""scope_width"": 4, ""max_tuple_count"": 14, ""total_tuple_count"": 34, ""max_log_tuple_count"": 3.9068905956085187, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 130, ""endpoint_solver_cost"": 10}]",legacy_scope_grouping,v02-random-exact-n5-s7,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,21,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 57, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 861, ""endpoint_solver_cost"": 20}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 1044, ""endpoint_solver_cost"": 9}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 63, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 432, ""endpoint_solver_cost"": 6}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 58, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 489, ""endpoint_solver_cost"": 10}]",clause_level,v02-random-exact-n5-s7,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,1023,True,"[{""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 56, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 73, ""endpoint_solver_cost"": 50}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 59, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 111, ""endpoint_solver_cost"": 39}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 67, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 161, ""endpoint_solver_cost"": 49}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 191, ""endpoint_solver_cost"": 48}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 68, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 196, ""endpoint_solver_cost"": 46}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 206, ""endpoint_solver_cost"": 44}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 73, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 330, ""endpoint_solver_cost"": 41}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 74, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 226, ""endpoint_solver_cost"": 40}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 77, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 678, ""endpoint_solver_cost"": 33}]",clause_level,v02-random-exact-n5-s7,,1,2,BCA,True,v0.2 exact suite
,legacy_v01_LCA,4,38,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 70, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 2148, ""endpoint_solver_cost"": 18}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 71, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1776, ""endpoint_solver_cost"": 5}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 73, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1101, ""endpoint_solver_cost"": 8}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 74, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 1945, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 76, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 1171, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 77, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1173, ""endpoint_solver_cost"": 5}]",legacy_scope_grouping,v02-random-exact-n5-s8,True,1,4,LCA,True,v0.2 exact suite
5,clause_LCA,,38,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 78, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 14, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 2746, ""endpoint_solver_cost"": 18}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 79, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 2220, ""endpoint_solver_cost"": 5}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 81, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1323, ""endpoint_solver_cost"": 8}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 82, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 2389, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 84, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 1393, ""endpoint_solver_cost"": 3}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 85, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 1395, ""endpoint_solver_cost"": 5}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 86, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 1386, ""endpoint_solver_cost"": 6}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 92, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 16, ""birth_count"": 3, ""generation_depth"": 3, ""discovery_work"": 1309, ""endpoint_solver_cost"": 4}]",clause_level,v02-random-exact-n5-s8,,1,4,LCA,True,v0.2 exact suite
2,clause_BCA,,1090,True,"[{""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 79, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 120, ""endpoint_solver_cost"": 55}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 80, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 15, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 159, ""endpoint_solver_cost"": 54}]",clause_level,v02-random-exact-n5-s8,,2,4,BCA,True,v0.2 exact suite
,legacy_v01_LCA,3,11,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 37, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 423, ""endpoint_solver_cost"": 11}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 37, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 10, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 427, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 37, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 217, ""endpoint_solver_cost"": 4}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 39, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 215, ""endpoint_solver_cost"": 7}]",legacy_scope_grouping,v02-random-exact-n5-s9,True,1,3,LCA,True,v0.2 exact suite
5,clause_LCA,,21,True,"[{""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 41, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 423, ""endpoint_solver_cost"": 15}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 41, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 11, ""birth_count"": 1, ""generation_depth"": 1, ""discovery_work"": 546, ""endpoint_solver_cost"": 10}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 41, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 339, ""endpoint_solver_cost"": 4}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 43, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 430, ""endpoint_solver_cost"": 14}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 43, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 553, ""endpoint_solver_cost"": 9}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 43, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 337, ""endpoint_solver_cost"": 7}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 43, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 3, ""generation_depth"": 2, ""discovery_work"": 345, ""endpoint_solver_cost"": 3}, {""scope_width"": 3, ""max_tuple_count"": 15, ""total_tuple_count"": 45, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 3, ""generation_depth"": 2, ""discovery_work"": 331, ""endpoint_solver_cost"": 6}]",clause_level,v02-random-exact-n5-s9,,1,3,LCA,True,v0.2 exact suite
2,clause_BCA,,1109,True,"[{""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 39, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 79, ""endpoint_solver_cost"": 31}, {""scope_width"": 2, ""max_tuple_count"": 15, ""total_tuple_count"": 40, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 12, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 77, ""endpoint_solver_cost"": 32}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 46, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 2, ""discovery_work"": 211, ""endpoint_solver_cost"": 20}, {""scope_width"": 4, ""max_tuple_count"": 15, ""total_tuple_count"": 48, ""max_log_tuple_count"": 4.0, ""max_bitset_bytes"": 2, ""total_bitset_bytes"": 13, ""birth_count"": 2, ""generation_depth"": 1, ""discovery_work"": 119, ""endpoint_solver_cost"": 24}]",clause_level,v02-random-exact-n5-s9,,2,2,BCA,True,v0.2 exact suite
